clean_text,category
Thanks for watching,P
Thank you Michelle  Very unfortunate the way wildlife habitats continue to shrink  Best we can do is continue to educate of their beauty and importance,P
Thank you we appreciate your interest,P
Thank you for your interest and concern for the critters,P
What a beautiful soul God has blessed you with,P
Great video  Prob flew into something and knocked himself stupid Concussion Your a wonderful person  Why the F does he have to be put down if he cant go into education or go into the wild,P
Amazing work and effort Thank you for that,P
Great job guys Yall are awesome,P
Thank you for everything that you do Your path its a secret path and healers path to the great spirit I am first nation and may be able to assist with some of the need to have especially when it concerns indigenous peoples an the Great   Pls email me or msg me  Mikakuye Oyasin and Agape,P
Great job sir  GOD BLESS YOU,P
How beautiful the Eagles are  And how beautiful you are  I love you both,P
Great job mate looking after him,P
thumbs down from the pillars of our society people who sit all day behind the computer doing nothing,N
One of the great things about living in Western Washington is being able to go out on the water and see these majestic creatures I dont care who you are watching an eagle take flight is a truly great thing,P
The passion you have and compassion for these birds is most appreciated and beautiful Thank you everything you do God bless you and yours,P
Thank God for WONDERFUL human beings like him GOD BLESS ALL ANIMAL LOVERS,P
You are a real animal lover a very very great guy your wife too,P
Cute Eagle,P
How touching Thanks so much for sharing your incredibly moving story I wish I lived closer as Id love to sign up to volunteer for your organisation Heres an alternative title for your book The Angel Saving Angels Many blessings to you,P
And Please Thank Your wife and others who help from bottom of my heart  You had me crying as our wild life great an Small are so precious and its not fair they are dealing with what humans are doing to theirs and our world,P
Thank You So Much for helping these beautiful Creature s and all the work u do for them  Its ppl like u who make it possible to still have them and their Amazing Species God Bless You Please keep doing what u do and i hope you are teaching others to do it as well,P
Thank you we appreciate your interest,P
Thank you we appreciate your interest,P
Thank you Debra,P
Thank you Lonnie,P
Agreed eagles are beautiful,P
Thanks Russell,P
Agreed much better to see them in the wild,P
Thank you Getis we appreciate your interest and kind words,P
Thank you Rebeca we appreciate your interest,P
Thanks for your interest and kind words,P
Thank you Robert we appreciate your interest and concern  Were working to care for more widllife at the Cedar Canyon Nature Park,P
Thank you we appreciate your interest  Weve always thought Martin is better suited for Eagle wings than Angel wings though,P
Thank you Melody we appreciate your interest and kind words,P
the world needs more people like this good man,P
Love what u do for these animals,P
This man is amazing and how lucky he is 2b able to work with another of Gods beautiful amazing creatures Shame on us for not giving all living breathing animals the love and respect they deserve  for being SOOOOOOO ARROGANT 2believe our lives r more important than the other species of animals on Gods Earth I love watching Martin Tyner It is so joyous to watch someone who so clearly  has so much love respect  adoration and appreciation for these amazing majestic animals  God bless him and his wife for all theyve given back to this incredible world God was good enough to give us,P
WONDERFUL  Keep up the good work,P
You are a wonderful man so patient and caring with so much respect for such a majestic creature thank you,P
Thank God it only took the death of 40 other living creatures to get this one up and going again yeah Oh and I really do loooooove eagles,P
Sir this truly educated me I will support your sanctuary Thank you for all the effort and diligemce you pour into these majestic birds of prey They make my soul sore when i see them fly free,P
